,Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobSatisfaction,MaritalStatus,TravelTime,email
514,33,Yes,1076,Research & Development,3,3,Life Sciences,702,Male,70,1,1,Single,2.67,np3s5a3z@example.com
515,35,No,727,Research & Development,3,3,Life Sciences,704,Male,41,1,3,Married,2.67,nhap1ssx@example.com
516,23,No,885,Research & Development,4,3,Medical,705,Male,58,1,1,Married,2.67,fdw25kgh@example.com
517,25,No,810,Sales,8,3,Life Sciences,707,Male,57,2,2,Married,2.67,lcqzs2a1@example.com
518,38,No,243,Sales,7,4,Marketing,709,Female,46,2,4,Single,2.68,c59lgw95@example.com
519,29,No,806,Research & Development,1,4,Life Sciences,710,Male,76,1,4,Divorced,2.68,g9v780ek@example.com
520,48,No,817,Sales,2,1,Marketing,712,Male,56,2,2,Married,2.68,d3q539ih@example.com
521,27,No,1410,Sales,3,1,Medical,714,Female,71,2,4,Divorced,2.68,bjrrd96a@example.com
522,37,No,1225,Research & Development,10,2,Life Sciences,715,Male,80,1,4,Single,2.68,9eg7sk0k@example.com
523,50,No,1207,Research & Development,28,1,Medical,716,Male,74,1,3,Married,2.69,emce960n@example.com
524,34,No,1442,Research & Development,9,3,Medical,717,Female,46,3,2,Single,2.69,t3xdqst1@example.com
525,24,Yes,693,Sales,3,2,Life Sciences,720,Female,65,2,3,Single,2.69,t0kx7h4e@example.com
526,39,No,408,Research & Development,2,4,Technical Degree,721,Female,80,2,3,Single,2.69,b6ipyfcg@example.com
527,32,No,929,Sales,10,3,Marketing,722,Male,55,2,4,Single,2.69,57wyu3ws@example.com
528,50,Yes,562,Sales,8,2,Technical Degree,723,Male,50,2,3,Married,2.7,wvfruy87@example.com
529,38,No,827,Research & Development,1,4,Life Sciences,724,Female,33,2,4,Single,2.7,aeqxfy2j@example.com
530,27,No,608,Research & Development,1,2,Life Sciences,725,Female,68,3,1,Married,2.7,497ilhkb@example.com
531,32,No,1018,Research & Development,3,2,Life Sciences,727,Female,39,3,4,Single,2.7,v0tstf5n@example.com
532,47,No,703,Sales,14,4,Marketing,728,Male,42,2,1,Single,2.7,0lts93x3@example.com
533,40,No,580,Sales,5,4,Life Sciences,729,Male,48,3,1,Married,2.71,tf8bpbcr@example.com
534,53,No,970,Research & Development,7,3,Life Sciences,730,Male,59,4,3,Married,2.71,mbd53d4l@example.com
535,41,No,427,Human Resources,10,4,Human Resources,731,Male,73,5,4,Divorced,2.71,17k460ap@example.com
536,60,No,1179,Sales,16,4,Marketing,732,Male,84,2,1,Single,2.71,losgej7q@example.com
537,27,No,294,Research & Development,10,2,Life Sciences,733,Male,32,3,1,Divorced,2.71,j7bul9yr@example.com
538,41,No,314,Human Resources,1,3,Human Resources,734,Male,59,5,3,Married,2.72,6l0aqcmu@example.com
539,50,No,316,Sales,8,4,Marketing,738,Male,54,1,2,Married,2.72,qkkfn0iq@example.com
540,28,Yes,654,Research & Development,1,2,Life Sciences,741,Female,67,1,2,Single,2.72,l1jmqsmm@example.com
541,36,No,427,Research & Development,8,3,Life Sciences,742,Female,63,3,1,Married,2.72,129bzwn8@example.com
542,38,No,168,Research & Development,1,3,Life Sciences,743,Female,81,3,3,Single,2.73,o9uwzcq6@example.com
543,44,No,381,Research & Development,24,3,Medical,744,Male,49,1,3,Single,2.73,6n0udx2d@example.com
544,47,No,217,Sales,3,3,Medical,746,Female,49,4,3,Divorced,2.73,wkj7xg8m@example.com
545,30,No,501,Sales,27,5,Marketing,747,Male,99,2,4,Divorced,2.73,3hjxn5p0@example.com
546,29,No,1396,Sales,10,3,Life Sciences,749,Male,99,1,3,Single,2.73,hz9bhrlu@example.com
547,42,Yes,933,Research & Development,19,3,Medical,752,Male,57,1,3,Divorced,2.74,5vsghrg1@example.com
548,43,No,775,Sales,15,3,Life Sciences,754,Male,47,2,4,Married,2.74,psepjmpw@example.com
549,34,No,970,Research & Development,8,2,Medical,757,Female,96,2,3,Single,2.74,kgf0aab8@example.com
550,23,No,650,Research & Development,9,1,Medical,758,Male,37,1,1,Married,2.74,mfrprs92@example.com
551,39,No,141,Human Resources,3,3,Human Resources,760,Female,44,2,2,Married,2.74,0mk952oc@example.com
552,56,No,832,Research & Development,9,3,Medical,762,Male,81,4,4,Married,2.75,pukyc8av@example.com
553,40,No,804,Research & Development,2,1,Medical,763,Female,86,1,4,Single,2.75,mza8eg8e@example.com
554,27,No,975,Research & Development,7,3,Medical,764,Female,55,2,1,Single,2.75,zrmgcbzy@example.com
555,29,No,1090,Sales,10,3,Marketing,766,Male,83,1,2,Divorced,2.75,ub5rnoir@example.com
556,53,No,346,Research & Development,6,3,Life Sciences,769,Male,86,2,4,Single,2.75,5rgtdtku@example.com
557,35,No,1225,Research & Development,2,4,Life Sciences,771,Female,61,2,1,Divorced,2.76,lgfc1136@example.com
558,32,No,430,Research & Development,24,4,Life Sciences,772,Male,80,2,4,Married,2.76,vkgbj91z@example.com
559,38,No,268,Research & Development,2,5,Medical,773,Male,92,1,3,Married,2.76,dk8qkdwd@example.com
560,34,No,167,Research & Development,8,5,Life Sciences,775,Female,32,2,1,Divorced,2.76,347qbbmv@example.com
561,52,No,621,Sales,3,4,Marketing,776,Male,31,4,1,Married,2.76,0cnx9wda@example.com
562,33,Yes,527,Research & Development,1,4,Other,780,Male,63,1,4,Single,2.77,yit7vxj1@example.com
563,25,No,883,Sales,26,1,Medical,781,Female,32,2,4,Single,2.77,o7dq2lj5@example.com
564,45,No,954,Sales,2,2,Technical Degree,783,Male,46,2,3,Single,2.77,aheop4s2@example.com
565,23,No,310,Research & Development,10,1,Medical,784,Male,79,1,3,Single,2.77,4l8l945a@example.com
566,47,Yes,719,Sales,27,2,Life Sciences,785,Female,77,2,3,Single,2.78,p8y6uwo6@example.com
567,34,No,304,Sales,2,3,Other,786,Male,60,2,4,Single,2.78,lzsiyg74@example.com
568,55,Yes,725,Research & Development,2,3,Medical,787,Male,78,5,1,Married,2.78,wjmgjj3u@example.com
569,36,No,1434,Sales,8,4,Life Sciences,789,Male,76,3,1,Single,2.78,32baev9r@example.com
570,52,No,715,Research & Development,19,4,Medical,791,Male,41,1,4,Married,2.78,g20ioctq@example.com
571,26,No,575,Research & Development,1,2,Life Sciences,792,Female,71,1,4,Divorced,2.79,l7x0rziv@example.com
572,29,No,657,Research & Development,27,3,Medical,793,Female,66,2,3,Married,2.79,3et6ht5f@example.com
573,26,Yes,1146,Sales,8,3,Technical Degree,796,Male,38,2,1,Single,2.79,uj3rcorb@example.com
574,34,No,182,Research & Development,1,4,Life Sciences,797,Female,72,1,4,Single,2.79,bpfagucz@example.com
575,54,No,376,Research & Development,19,4,Medical,799,Female,95,2,1,Divorced,2.79,01tkrcwj@example.com
576,27,No,829,Sales,8,1,Marketing,800,Male,84,2,4,Married,2.8,h6pkr7dz@example.com
577,37,No,571,Research & Development,10,1,Life Sciences,802,Female,82,1,1,Divorced,2.8,4wi09y0x@example.com
578,38,No,240,Research & Development,2,4,Life Sciences,803,Female,75,2,1,Single,2.8,sincj5lb@example.com
579,34,No,121,Research & Development,2,4,Medical,804,Female,86,1,1,Single,2.8,3u5lghx9@example.com
580,35,No,384,Sales,8,4,Life Sciences,805,Female,72,1,4,Married,2.8,r0e2kyod@example.com
581,30,No,921,Research & Development,1,3,Life Sciences,806,Male,38,1,3,Married,2.81,ppsb6k09@example.com
582,40,No,791,Research & Development,2,2,Medical,807,Female,38,2,2,Married,2.81,esh2gikx@example.com
583,34,No,1111,Sales,8,2,Life Sciences,808,Female,93,2,1,Married,2.81,ahbjbylm@example.com
584,42,No,570,Research & Development,8,3,Life Sciences,809,Male,66,5,4,Divorced,2.81,dd76gkz4@example.com
585,23,Yes,1243,Research & Development,6,3,Life Sciences,811,Male,63,1,1,Married,2.81,bm3vh231@example.com
586,24,No,1092,Research & Development,9,3,Life Sciences,812,Male,60,1,2,Divorced,2.82,114iqskz@example.com
587,52,No,1325,Research & Development,11,4,Life Sciences,813,Female,82,2,3,Married,2.82,1o6hv2a6@example.com
588,50,No,691,Research & Development,2,3,Medical,815,Male,64,4,3,Married,2.82,ixb3f9zy@example.com
589,29,Yes,805,Research & Development,1,2,Life Sciences,816,Female,36,1,1,Married,2.82,8ttrqj2f@example.com
590,33,No,213,Research & Development,7,3,Medical,817,Male,49,3,3,Married,2.82,g7iig21z@example.com
591,33,Yes,118,Sales,16,3,Marketing,819,Female,69,2,1,Single,2.83,crncqjjr@example.com
592,47,No,202,Research & Development,2,2,Other,820,Female,33,4,4,Married,2.83,4l04sq9b@example.com
593,36,No,676,Research & Development,1,3,Other,823,Female,35,2,2,Married,2.83,4lgcw1fe@example.com
594,29,No,1252,Research & Development,23,2,Life Sciences,824,Male,81,1,3,Married,2.83,zdh5jv1l@example.com
595,58,Yes,286,Research & Development,2,4,Life Sciences,825,Male,31,5,2,Single,2.84,um4f9au3@example.com
596,35,No,1258,Research & Development,1,4,Life Sciences,826,Female,40,1,3,Single,2.84,c8obsx4a@example.com
597,42,No,932,Research & Development,1,2,Life Sciences,827,Female,43,2,4,Married,2.84,8taul013@example.com
598,28,Yes,890,Research & Development,2,4,Medical,828,Male,46,1,3,Single,2.84,ipl48uas@example.com
599,36,No,1041,Human Resources,13,3,Human Resources,829,Male,36,1,2,Married,2.84,w5jqa5jg@example.com
600,32,No,859,Research & Development,4,3,Life Sciences,830,Female,98,2,3,Married,2.85,mr2hzuwx@example.com
601,40,No,720,Research & Development,16,4,Medical,832,Male,51,2,3,Single,2.85,u58tpnv3@example.com
602,30,No,946,Research & Development,2,3,Medical,833,Female,52,2,4,Single,2.85,nb0ub5ia@example.com
603,45,No,252,Research & Development,2,3,Life Sciences,834,Female,95,1,3,Single,2.85,sqs4exe0@example.com
604,42,No,933,Research & Development,29,3,Life Sciences,836,Male,98,2,2,Married,2.85,py4fwzpo@example.com
605,38,No,471,Research & Development,12,3,Life Sciences,837,Male,45,2,1,Divorced,2.86,2na79l77@example.com
606,34,No,702,Research & Development,16,4,Life Sciences,838,Female,100,1,4,Single,2.86,84jsrjvn@example.com
607,49,Yes,1184,Sales,11,3,Marketing,840,Female,43,3,4,Married,2.86,0mewhf3e@example.com
608,55,Yes,436,Sales,2,1,Medical,842,Male,37,2,4,Single,2.86,9qoletzf@example.com
609,43,No,589,Research & Development,14,2,Life Sciences,843,Male,94,4,1,Married,2.86,qt7yqjvp@example.com
610,27,No,269,Research & Development,5,1,Technical Degree,844,Male,42,3,4,Divorced,2.87,zwxk764o@example.com
611,35,No,950,Research & Development,7,3,Other,845,Male,59,3,3,Single,2.87,8mdfwzka@example.com
612,28,No,760,Sales,2,4,Marketing,846,Female,81,2,2,Married,2.87,i8equuwi@example.com
613,34,No,829,Human Resources,3,2,Human Resources,847,Male,88,1,4,Married,2.87,6ya29lkd@example.com
614,26,Yes,887,Research & Development,5,2,Medical,848,Female,88,1,3,Married,2.87,99ho8nk6@example.com
615,27,No,443,Research & Development,3,3,Medical,850,Male,50,1,4,Married,2.88,uqfwm215@example.com
616,51,No,1318,Sales,26,4,Marketing,851,Female,66,4,3,Married,2.88,i0l4egfz@example.com
617,44,No,625,Research & Development,4,3,Medical,852,Male,50,2,2,Single,2.88,dlzdb8v0@example.com
618,25,No,180,Research & Development,2,1,Medical,854,Male,65,1,1,Single,2.88,ucd4c7h9@example.com
619,33,No,586,Sales,1,3,Medical,855,Male,48,2,1,Divorced,2.89,gjudi8h3@example.com
620,35,No,1343,Research & Development,27,1,Medical,856,Female,53,1,1,Single,2.89,0hr0akc8@example.com
621,36,No,928,Sales,1,2,Life Sciences,857,Male,56,2,4,Married,2.89,3a57wsfi@example.com
622,32,No,117,Sales,13,4,Life Sciences,859,Male,73,2,4,Divorced,2.89,8ymnf479@example.com
623,30,No,1012,Research & Development,5,4,Life Sciences,861,Male,75,1,4,Divorced,2.89,vuygpfko@example.com
624,53,No,661,Sales,7,2,Marketing,862,Female,78,3,4,Married,2.9,1mppekwx@example.com
625,45,No,930,Sales,9,3,Marketing,864,Male,74,3,1,Divorced,2.9,ycjippd7@example.com
626,32,No,638,Research & Development,8,2,Medical,865,Female,91,2,3,Married,2.9,36r2t8qq@example.com
627,52,No,890,Research & Development,25,4,Medical,867,Female,81,4,4,Married,2.9,iv5c6i1n@example.com
628,37,No,342,Sales,16,4,Marketing,868,Male,66,2,3,Divorced,2.9,9jn2xz3b@example.com
629,28,No,1169,Human Resources,8,2,Medical,869,Male,63,1,4,Divorced,2.91,rf7dykhe@example.com
630,22,No,1230,Research & Development,1,2,Life Sciences,872,Male,33,2,4,Married,2.91,nzr9h1t4@example.com
631,44,No,986,Research & Development,8,4,Life Sciences,874,Male,62,1,4,Married,2.91,oiq9qsqz@example.com
632,42,No,1271,Research & Development,2,1,Medical,875,Male,35,1,4,Single,2.91,ncp0ft14@example.com
633,36,No,1278,Human Resources,8,3,Life Sciences,878,Male,77,1,1,Married,2.91,dkpu9ffk@example.com
634,25,No,141,Sales,3,1,Other,879,Male,98,2,1,Married,2.92,13qtni15@example.com
635,35,No,607,Research & Development,9,3,Life Sciences,880,Female,66,3,3,Married,2.92,a6q4byl7@example.com
636,35,Yes,130,Research & Development,25,4,Life Sciences,881,Female,96,1,2,Divorced,2.92,y6foxdpu@example.com
637,32,No,300,Research & Development,1,3,Life Sciences,882,Male,61,1,4,Divorced,2.92,zj2thwvh@example.com
638,25,No,583,Sales,4,1,Marketing,885,Male,87,2,1,Married,2.92,9zqioppu@example.com
639,49,No,1418,Research & Development,1,3,Technical Degree,887,Female,36,1,1,Married,2.93,yh8cghvr@example.com
640,24,No,1269,Research & Development,4,1,Life Sciences,888,Male,46,1,4,Married,2.93,4y2bg3ji@example.com
641,32,No,379,Sales,5,2,Life Sciences,889,Male,48,2,2,Married,2.93,qb1oh40m@example.com
642,38,No,395,Sales,9,3,Marketing,893,Male,98,1,2,Married,2.93,j8os718k@example.com
643,42,No,1265,Research & Development,3,3,Life Sciences,894,Female,95,2,4,Married,2.94,dlquzg8d@example.com
644,31,No,1222,Research & Development,11,4,Life Sciences,895,Male,48,1,4,Married,2.94,m4vj39qr@example.com
645,29,Yes,341,Sales,1,3,Medical,896,Female,48,1,3,Divorced,2.94,f84czrjb@example.com
646,53,No,868,Sales,8,3,Marketing,897,Male,73,4,4,Married,2.94,q2goitiu@example.com
647,35,No,672,Research & Development,25,3,Technical Degree,899,Male,78,3,2,Married,2.94,bm64srka@example.com
648,37,No,1231,Sales,21,2,Medical,900,Female,54,1,4,Married,2.95,6oa5bnd4@example.com
649,53,No,102,Research & Development,23,4,Life Sciences,901,Female,72,4,4,Single,2.95,4c9j86l2@example.com
650,43,No,422,Research & Development,1,3,Life Sciences,902,Female,33,2,4,Married,2.95,x9vaoxkb@example.com
651,47,No,249,Sales,2,2,Marketing,903,Female,35,2,4,Married,2.95,xs5ow31j@example.com
652,37,No,1252,Sales,19,2,Medical,904,Male,32,3,2,Single,2.95,nfk2c7el@example.com
653,50,No,881,Research & Development,2,4,Life Sciences,905,Male,98,4,1,Divorced,2.96,kp0ifvfz@example.com
654,39,No,1383,Human Resources,2,3,Life Sciences,909,Female,42,2,4,Married,2.96,dvabvjs4@example.com
655,33,No,1075,Human Resources,3,2,Human Resources,910,Male,57,1,2,Divorced,2.96,4x9hvt78@example.com
656,32,Yes,374,Research & Development,25,4,Life Sciences,911,Male,87,1,4,Single,2.96,zheye2qv@example.com
657,29,No,1086,Research & Development,7,1,Medical,912,Female,62,1,4,Divorced,2.96,hgb82f7t@example.com
658,44,No,661,Research & Development,9,2,Life Sciences,913,Male,61,1,1,Married,2.97,q5o1uc4i@example.com
659,28,No,821,Sales,5,4,Medical,916,Male,98,2,4,Single,2.97,u0n671mr@example.com
660,58,Yes,781,Research & Development,2,1,Life Sciences,918,Male,57,1,4,Divorced,2.97,4t7i84c5@example.com
661,43,No,177,Research & Development,8,3,Life Sciences,920,Female,55,2,2,Divorced,2.97,mnxnt26y@example.com
662,20,Yes,500,Sales,2,3,Medical,922,Female,49,1,3,Single,2.97,y0ojuaij@example.com
663,21,Yes,1427,Research & Development,18,1,Other,923,Female,65,1,4,Single,2.98,k9vybc8h@example.com
664,36,No,1425,Research & Development,14,1,Life Sciences,924,Male,68,2,4,Married,2.98,w68fkh4f@example.com
665,47,No,1454,Sales,2,4,Life Sciences,925,Female,65,1,4,Single,2.98,waejiyxu@example.com
666,22,Yes,617,Research & Development,3,1,Life Sciences,926,Female,34,2,3,Married,2.98,sq9epz90@example.com
667,41,Yes,1085,Research & Development,2,4,Life Sciences,927,Female,57,1,4,Divorced,2.98,ognqivm1@example.com
668,28,No,995,Research & Development,9,3,Medical,930,Female,77,1,3,Divorced,2.99,gygqaawc@example.com
669,39,Yes,1122,Research & Development,6,3,Medical,932,Male,70,1,1,Married,2.99,6yfhkl98@example.com
670,27,No,618,Research & Development,4,3,Life Sciences,933,Female,76,1,3,Single,2.99,dkwbnbqd@example.com
671,34,No,546,Research & Development,10,3,Life Sciences,934,Male,83,1,2,Divorced,2.99,fh5w2hlk@example.com
672,42,No,462,Sales,14,2,Medical,936,Female,68,2,3,Single,3.0,46c8l2hn@example.com
673,33,No,1198,Research & Development,1,4,Other,939,Male,100,1,1,Single,3.0,t01szpay@example.com
674,58,No,1272,Research & Development,5,3,Technical Degree,940,Female,37,3,2,Divorced,3.0,9yoy09nn@example.com
675,31,No,154,Sales,7,4,Life Sciences,941,Male,41,1,3,Married,3.0,dytegkkq@example.com
676,35,No,1137,Research & Development,21,1,Life Sciences,942,Female,51,2,4,Married,3.0,ntahmehc@example.com
677,49,No,527,Research & Development,8,2,Other,944,Female,51,3,2,Married,3.01,e9q3jcj8@example.com
678,48,No,1469,Research & Development,20,4,Medical,945,Male,51,1,3,Married,3.01,0ivjba68@example.com
679,31,No,1188,Sales,20,2,Marketing,947,Female,45,2,3,Married,3.01,nr83ridg@example.com
680,36,No,188,Research & Development,7,4,Other,949,Male,65,1,4,Single,3.01,ekc1yz02@example.com
681,38,No,1333,Research & Development,1,3,Technical Degree,950,Female,80,3,1,Married,3.01,4c0quh3e@example.com
682,32,No,1184,Research & Development,1,3,Life Sciences,951,Female,70,1,2,Married,3.02,4pxsfp1b@example.com
683,25,Yes,867,Sales,19,2,Marketing,952,Male,36,1,2,Married,3.02,jgqvvklk@example.com
684,40,No,658,Sales,10,4,Marketing,954,Male,67,3,2,Divorced,3.02,jf227wtl@example.com
685,26,No,1283,Sales,1,3,Medical,956,Male,52,2,1,Single,3.02,zrtpfpr7@example.com
686,41,No,263,Research & Development,6,3,Medical,957,Male,59,1,1,Single,3.02,8jbr74tc@example.com
687,36,No,938,Research & Development,2,4,Medical,958,Male,79,1,3,Single,3.03,bb746iup@example.com
688,19,Yes,419,Sales,21,3,Other,959,Male,37,1,2,Single,3.03,5g41b0m8@example.com
689,20,Yes,129,Research & Development,4,3,Technical Degree,960,Male,84,1,1,Single,3.03,khlji01i@example.com
690,31,No,616,Research & Development,12,3,Medical,961,Female,41,2,4,Married,3.03,b2jpdona@example.com
691,40,No,1469,Research & Development,9,4,Medical,964,Male,35,1,2,Divorced,3.03,1pe45cmr@example.com
692,32,No,498,Research & Development,3,4,Medical,966,Female,93,2,1,Married,3.04,b5a9zn0q@example.com
693,36,Yes,530,Sales,3,1,Life Sciences,967,Male,51,3,4,Married,3.04,85719urs@example.com
694,33,No,1069,Research & Development,1,3,Life Sciences,969,Female,42,2,4,Single,3.04,f6eyl6l6@example.com
695,37,Yes,625,Sales,1,4,Life Sciences,970,Male,46,3,3,Married,3.04,fynrdckh@example.com
696,45,No,805,Research & Development,4,2,Life Sciences,972,Male,57,2,2,Married,3.05,8mgy3lpl@example.com
697,29,No,1404,Sales,20,3,Technical Degree,974,Female,84,1,4,Married,3.05,jdy9fst9@example.com
698,35,No,1219,Sales,18,3,Medical,975,Female,86,2,3,Married,3.05,w2hfnm1i@example.com
699,52,No,1053,Research & Development,1,2,Life Sciences,976,Male,70,4,4,Married,3.05,9fdkpm2k@example.com
700,58,Yes,289,Research & Development,2,3,Technical Degree,977,Male,51,1,3,Single,3.05,ao8h3i5c@example.com
701,53,No,1376,Sales,2,2,Medical,981,Male,45,4,3,Divorced,3.06,lgijsf5f@example.com
702,30,No,231,Sales,8,2,Other,982,Male,62,3,3,Divorced,3.06,yk7agg34@example.com
703,38,No,152,Sales,10,3,Technical Degree,983,Female,85,2,4,Single,3.06,wov92px6@example.com
704,35,No,882,Sales,3,4,Life Sciences,984,Male,92,3,4,Divorced,3.06,fr7ya5hd@example.com
705,39,No,903,Sales,2,5,Life Sciences,985,Male,41,3,3,Single,3.06,d36ulkh9@example.com
706,40,Yes,1479,Sales,24,3,Life Sciences,986,Female,100,4,2,Single,3.07,a8hradme@example.com
707,47,No,1379,Research & Development,16,4,Medical,987,Male,64,2,3,Divorced,3.07,gk1sktzp@example.com
708,36,No,1229,Sales,8,4,Technical Degree,990,Male,84,2,4,Divorced,3.07,vcigvp73@example.com
709,31,Yes,335,Research & Development,9,2,Medical,991,Male,46,1,1,Single,3.07,wcxj3ce6@example.com
710,33,No,722,Sales,17,3,Life Sciences,992,Male,38,4,3,Single,3.07,88vuj2c8@example.com
711,29,Yes,906,Research & Development,10,3,Life Sciences,994,Female,92,1,1,Single,3.08,8z8ihc0h@example.com
712,33,No,461,Research & Development,13,1,Life Sciences,995,Female,53,1,4,Single,3.08,l19tf8w9@example.com
713,45,No,974,Research & Development,1,4,Medical,996,Female,91,1,4,Divorced,3.08,x8z4cmxv@example.com
714,50,No,1126,Research & Development,1,2,Medical,997,Male,66,4,4,Divorced,3.08,nkvpyw3d@example.com
715,33,No,827,Research & Development,1,4,Other,998,Female,84,2,2,Married,3.08,53tccjzx@example.com
716,41,No,840,Research & Development,9,3,Medical,999,Male,64,5,3,Divorced,3.09,ta4wm1l4@example.com
717,27,No,1134,Research & Development,16,4,Technical Degree,1001,Female,37,1,2,Married,3.09,50ag800v@example.com
718,45,No,248,Research & Development,23,2,Life Sciences,1002,Male,42,2,1,Married,3.09,yk0knw21@example.com
719,47,No,955,Sales,4,2,Life Sciences,1003,Female,83,2,4,Single,3.09,xq11sgde@example.com
720,30,Yes,138,Research & Development,22,3,Life Sciences,1004,Female,48,1,3,Married,3.09,kkdxrmed@example.com
721,50,No,939,Research & Development,24,3,Life Sciences,1005,Male,95,4,3,Married,3.1,2l5gwbup@example.com
722,38,No,1391,Research & Development,10,1,Medical,1006,Male,66,1,3,Married,3.1,6s08pl2s@example.com
723,46,No,566,Research & Development,7,2,Medical,1007,Male,75,3,3,Divorced,3.1,ra6982aw@example.com
724,24,No,1206,Research & Development,17,1,Medical,1009,Female,41,2,3,Divorced,3.1,nb2ap9lt@example.com
725,35,Yes,622,Research & Development,14,4,Other,1010,Male,39,1,2,Divorced,3.11,hi3s1jr5@example.com
726,31,No,853,Research & Development,1,1,Life Sciences,1011,Female,96,2,1,Married,3.11,fj47ytgc@example.com
727,18,No,287,Research & Development,5,2,Life Sciences,1012,Male,73,1,4,Single,3.11,6315ezu0@example.com
728,54,No,1441,Research & Development,17,3,Technical Degree,1013,Female,56,3,3,Married,3.11,hjx4hn32@example.com
729,35,No,583,Research & Development,25,4,Medical,1014,Female,57,3,3,Divorced,3.11,diit0v4t@example.com
730,30,No,153,Research & Development,8,2,Life Sciences,1015,Female,73,3,1,Married,3.12,8rwtb5yj@example.com
731,20,Yes,1097,Research & Development,11,3,Medical,1016,Female,98,1,1,Single,3.12,ysm0pa4x@example.com
732,30,Yes,109,Research & Development,5,3,Medical,1017,Female,60,1,2,Single,3.12,2jz9a4uu@example.com
733,26,No,1066,Research & Development,2,2,Medical,1018,Male,32,2,4,Married,3.12,15fu24z3@example.com
734,22,No,217,Research & Development,8,1,Life Sciences,1019,Male,94,1,1,Married,3.12,txjs8ld8@example.com
735,48,No,277,Research & Development,6,3,Life Sciences,1022,Male,97,2,3,Single,3.13,u52lytbw@example.com
736,48,No,1355,Research & Development,4,4,Life Sciences,1024,Male,78,3,3,Single,3.13,bhum7d53@example.com
737,41,No,549,Research & Development,7,2,Medical,1025,Female,42,2,3,Single,3.13,ive476mz@example.com
738,39,No,466,Research & Development,1,1,Life Sciences,1026,Female,65,4,4,Married,3.13,kr92aurk@example.com
739,27,No,1055,Research & Development,2,4,Life Sciences,1027,Female,47,2,4,Married,3.13,g4tipje6@example.com
740,35,No,802,Research & Development,10,3,Other,1028,Male,45,1,4,Divorced,3.14,uz74g02g@example.com
741,42,No,265,Sales,5,2,Marketing,1029,Male,90,5,3,Married,3.14,yizi1p7a@example.com
742,50,No,804,Research & Development,9,3,Life Sciences,1030,Male,64,1,4,Married,3.14,aufvwzea@example.com
743,59,No,715,Research & Development,2,3,Life Sciences,1032,Female,69,4,4,Single,3.14,2sfcxd4d@example.com
744,37,Yes,1141,Research & Development,11,2,Medical,1033,Female,61,2,2,Married,3.14,oce5zjsl@example.com
745,55,No,135,Research & Development,18,4,Medical,1034,Male,62,2,2,Married,3.15,v16bwtza@example.com
746,41,No,247,Research & Development,7,1,Life Sciences,1035,Female,55,5,3,Divorced,3.15,2ohw4emn@example.com
747,38,No,1035,Sales,3,4,Life Sciences,1036,Male,42,2,4,Single,3.15,675safmm@example.com
748,26,Yes,265,Sales,29,2,Medical,1037,Male,79,2,1,Single,3.15,dir1bo1z@example.com
749,52,Yes,266,Sales,2,1,Marketing,1038,Female,57,5,4,Married,3.16,y8wt0j6n@example.com
750,44,No,1448,Sales,28,3,Medical,1039,Female,53,4,4,Married,3.16,29rovoa2@example.com
751,50,No,145,Sales,1,3,Life Sciences,1040,Female,95,2,3,Married,3.16,laknep96@example.com
752,36,Yes,885,Research & Development,16,4,Life Sciences,1042,Female,43,1,1,Single,3.16,trkbpc29@example.com
753,39,No,945,Research & Development,22,3,Medical,1043,Female,82,3,1,Single,3.16,bdkg564c@example.com
754,33,No,1038,Sales,8,1,Life Sciences,1044,Female,88,1,4,Single,3.17,lfhkk1ri@example.com
755,45,No,1234,Sales,11,2,Life Sciences,1045,Female,90,4,4,Married,3.17,rq2een1n@example.com
756,32,No,1109,Research & Development,29,4,Medical,1046,Female,69,1,3,Single,3.17,gccb6qmp@example.com
757,34,No,216,Sales,1,4,Marketing,1047,Male,75,2,4,Divorced,3.17,6ivczw1d@example.com
758,59,No,1089,Sales,1,2,Technical Degree,1048,Male,66,3,4,Married,3.17,jc1al7oh@example.com
759,45,No,788,Human Resources,24,4,Medical,1049,Male,36,1,2,Single,3.18,9aly6252@example.com
760,53,No,124,Sales,2,3,Marketing,1050,Female,38,3,2,Married,3.18,0b2h1sw7@example.com
761,36,Yes,660,Research & Development,15,3,Other,1052,Male,81,2,3,Divorced,3.18,qr3957hk@example.com
762,26,Yes,342,Research & Development,2,3,Life Sciences,1053,Male,57,1,1,Married,3.18,nbx6n57t@example.com
763,34,No,1333,Sales,10,4,Life Sciences,1055,Female,87,1,3,Married,3.18,1fzbcame@example.com
764,28,No,1144,Sales,10,1,Medical,1056,Male,74,1,2,Married,3.19,2wk8mhs4@example.com
765,38,No,1186,Research & Development,3,4,Other,1060,Male,44,1,3,Married,3.19,wqbji46i@example.com
766,50,No,1464,Research & Development,2,4,Medical,1061,Male,62,5,3,Married,3.19,88yjmofe@example.com
767,37,No,124,Research & Development,3,3,Other,1062,Female,35,2,2,Single,3.19,3vs77xml@example.com
768,40,No,300,Sales,26,3,Marketing,1066,Male,74,2,1,Married,3.19,gxaqm7wg@example.com
769,26,No,921,Research & Development,1,1,Medical,1068,Female,66,1,3,Divorced,3.2,pc0ruv4h@example.com
770,46,No,430,Research & Development,1,4,Medical,1069,Male,40,5,4,Divorced,3.2,8jh8q5j9@example.com
